acme_code;background_education;department_and_role;level_code;level_name;recruitment_code;recruitment_source_name;reason_dimissal_code;reason_dimissal_name
1309;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1310;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1311;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1312;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1313;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1314;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1315;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1316;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1317;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1318;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1319;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1320;8|Graduate school;13|Audit|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1321;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1322;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1323;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1324;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1325;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1326;7|Undergraduate degree;10|Operations|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1327;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1328;8|Graduate school;9| Commercial|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1329;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1330;8|Graduate school;11|Communication & Marketing|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1331;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;9;Empregos Online;10; Retiring
1332;8|Graduate school;13|Audit|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1333;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1334;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1335;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1336;8|Graduate school;5| Presidency|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1337;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1338;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1339;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1340;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1341;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1342;8|Graduate school;5| Presidency|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1343;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1344;8|Graduate school;12|Controlling|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1345;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1346;7|Undergraduate degree;12|Controlling|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1347;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1348;8|Graduate school;6|Administration|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1349;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1350;8|Graduate school;5| Presidency|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1351;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1352;8|Graduate school;5| Presidency|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1353;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1354;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1355;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1356;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1357;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1358;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1359;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1360;8|Graduate school;6|Administration|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1361;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1362;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1363;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1364;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1365;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1366;8|Graduate school;13|Audit|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1367;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1368;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1369;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1370;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1371;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1372;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1373;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1374;8|Graduate school;9| Commercial|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1375;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1376;8|Graduate school;6|Administration|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1377;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1378;8|Graduate school;10|Operations|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1379;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1380;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1381;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1382;8|Graduate school;7|Finance|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1383;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1384;8|Graduate school;7|Finance|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1385;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1386;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1387;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1388;8|Graduate school;7|Finance|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1389;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1390;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1391;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1392;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1393;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1394;8|Graduate school;5| Presidency|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1395;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1396;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1397;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1398;8|Graduate school;10|Operations|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1399;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1400;8|Graduate school;5| Presidency|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1401;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1402;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1403;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1404;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1405;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1406;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1407;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1408;8|Graduate school;9| Commercial|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1409;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1410;8|Graduate school;12|Controlling|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1411;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1412;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1413;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1414;8|Graduate school;8|Human Resource|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1415;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1416;8|Graduate school;8|Human Resource|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1417;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1418;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1419;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1420;7|Undergraduate degree;12|Controlling|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1421;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1422;8|Graduate school;6|Administration|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1423;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1424;8|Graduate school;9| Commercial|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1425;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1426;8|Graduate school;7|Finance|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1427;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1428;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1429;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1430;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1431;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1432;8|Graduate school;7|Finance|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1433;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1434;8|Graduate school;9| Commercial|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1435;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1436;8|Graduate school;6|Administration|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1437;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1438;7|Undergraduate degree;13|Audit|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1439;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1440;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1441;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1442;7|Undergraduate degree;5| Presidency|11|Analyst;7;Senior;13;Google;7;Unhappy
1443;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1444;8|Graduate school;13|Audit|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1445;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1446;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1447;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1448;8|Graduate school;10|Operations|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1449;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1450;7|Undergraduate degree;6|Administration|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1451;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1452;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1453;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1454;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1455;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1456;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1457;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1458;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1459;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1460;8|Graduate school;13|Audit|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1461;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1462;7|Undergraduate degree;6|Administration|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1463;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1464;8|Graduate school;13|Audit|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1465;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1466;8|Graduate school;6|Administration|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1467;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1468;8|Graduate school;12|Controlling|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1469;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1470;8|Graduate school;13|Audit|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1471;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1472;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1473;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1474;8|Graduate school;8|Human Resource|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1475;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1476;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1477;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1478;8|Graduate school;7|Finance|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1479;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1480;7|Undergraduate degree;5| Presidency|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1481;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1482;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1483;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1484;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1485;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1486;8|Graduate school;9| Commercial|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1487;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1488;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1489;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1490;8|Graduate school;12|Controlling|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1491;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1492;8|Graduate school;9| Commercial|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1493;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1494;7|Undergraduate degree;6|Administration|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1495;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1496;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1497;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1498;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1499;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1500;8|Graduate school;10|Operations|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1501;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1502;8|Graduate school;11|Communication & Marketing|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1503;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1504;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1505;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1506;7|Undergraduate degree;12|Controlling|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1507;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1508;7|Undergraduate degree;12|Controlling|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1509;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1510;8|Graduate school;13|Audit|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1511;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1512;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1513;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1514;7|Undergraduate degree;13|Audit|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1515;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1516;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1517;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1518;8|Graduate school;6|Administration|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1519;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1520;8|Graduate school;7|Finance|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1521;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1522;8|Graduate school;5| Presidency|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1523;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1524;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1525;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1526;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1527;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1528;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1529;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1530;8|Graduate school;13|Audit|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1531;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1532;8|Graduate school;7|Finance|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1533;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1534;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1535;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1536;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1537;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1538;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1539;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1540;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1541;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1542;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1543;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1544;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1545;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1546;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1547;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1548;8|Graduate school;10|Operations|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1549;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1550;8|Graduate school;12|Controlling|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1551;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1552;8|Graduate school;8|Human Resource|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1553;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;9;Empregos Online;7;Unhappy
1554;8|Graduate school;12|Controlling|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1555;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1556;8|Graduate school;12|Controlling|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1557;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1558;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1559;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1560;8|Graduate school;11|Communication & Marketing|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1561;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1562;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1563;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1564;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1565;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1566;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1567;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
